run,state,level,base,fixing,contiguity,symmetry,extended,order,heuristic,lp,k,L,U,n,m,heur_obj,heur_time,heur_iter,B_q,B_size,B_time,B_timelimit,DFixings,LFixings,UFixings_X,UFixings_R,ZFixings,LP_obj,LP_time,MIP_obj,MIP_bound,MIP_time,MIP_timelimit,MIP_status,MIP_nodes,callbacks,lazy_cuts,connected
run28,AL,county,labeling,True,none,default,True,B_decreasing,True,True,7,679406,686233,67,171,55,275.48,10000,7,52,60.06,60,21,0,0,0,73,19.35,0.07,51,51.0,2885.44,3600,2,707025,0,0,False
run29,AR,county,labeling,True,none,default,True,B_decreasing,True,True,4,725335,732624,75,192,33,420.52,10000,4,64,24.32,60,6,0,0,0,17,9.04,0.03,32,32.0,28.60,3600,2,39142,0,0,False
run30,OK,county,labeling,True,none,default,True,B_decreasing,True,True,5,746519,754021,77,195,40,379.33,10000,5,64,20.80,60,10,0,0,0,45,14.94,0.03,39,39.0,7.95,3600,2,3778,0,0,False
run31,MS,county,labeling,True,none,default,True,B_decreasing,True,True,4,738116,745533,82,202,34,546.18,10000,4,69,60.68,60,6,0,0,0,20,7.72,0.04,32,32.0,27.17,3600,2,36268,0,0,False
run32,NE,county,labeling,True,none,default,True,B_decreasing,True,True,3,605737,611824,93,231,19,278.07,10000,3,86,2.41,60,3,0,0,0,2,6.13,0.03,19,19.0,0.90,3600,2,584,0,0,True
run33,IA,county,labeling,True,none,default,True,B_decreasing,True,True,4,757781,765396,99,222,33,560.04,10000,4,85,60.06,60,6,0,0,0,12,10.03,0.05,33,33.0,23.86,3600,2,16294,0,0,True
run34,KS,county,labeling,True,none,default,True,B_decreasing,True,True,4,709714,716845,105,263,32,1281.95,10000,4,95,12.46,60,6,0,0,0,12,10.23,0.05,31,31.0,11.42,3600,2,6206,0,0,False
run35,NH,tract,labeling,True,none,default,True,B_decreasing,True,True,2,654944,661526,295,786,27,1380.69,10000,2,283,7.50,60,1,0,0,0,1,3.50,0.03,26,26.0,1.55,3600,2,1036,0,0,True
run36,ID,tract,labeling,True,none,default,True,B_decreasing,True,True,2,779873,787709,298,792,17,2836.42,10000,2,291,2.63,60,1,0,0,0,0,2.27,0.03,16,16.0,0.78,3600,2,302,0,0,False
run37,ME,tract,labeling,True,none,default,True,B_decreasing,True,True,2,660860,667501,358,999,20,2453.25,10000,2,349,3.52,60,1,0,0,0,0,4.00,0.04,20,20.0,0.81,3600,2,76,0,0,True
run38,WV,tract,labeling,True,none,default,True,B_decreasing,True,True,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.10,60,3,0,0,0,13,7.05,0.25,42,42.0,175.76,3600,2,13592,0,0,False
run39,NM,tract,labeling,True,none,default,True,B_decreasing,True,True,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.16,60,3,0,0,0,10,12.05,0.22,43,43.0,46.59,3600,2,4287,0,0,True
run40,NE,tract,labeling,True,none,default,True,B_decreasing,True,True,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.10,60,3,0,0,0,10,5.34,0.20,44,44.0,59.53,3600,2,3877,0,0,True
run41,UT,tract,labeling,True,none,default,True,B_decreasing,True,True,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.04,60,6,0,0,0,33,15.37,0.82,75,65.0,3600.08,3600,9,75307,0,0,False
run42,MS,tract,labeling,True,none,default,True,B_decreasing,True,True,4,738116,745533,664,1784,68,2128.48,10000,4,633,60.16,60,6,0,0,0,17,13.01,1.01,63,49.0,3600.08,3600,9,46443,0,0,True
run43,AR,tract,labeling,True,none,default,True,B_decreasing,True,True,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.05,60,6,0,0,0,19,8.77,1.00,69,40.0,3600.09,3600,9,28053,0,0,False
run44,NV,tract,labeling,True,none,default,True,B_decreasing,True,True,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.15,60,6,0,0,0,31,17.55,0.97,74,54.0,3600.10,3600,9,37034,0,0,False
