run,state,level,base,fixing,contiguity,symmetry,extended,order,heuristic,lp,k,L,U,n,m,heur_obj,heur_time,heur_iter,B_q,B_size,B_time,B_timelimit,DFixings,LFixings,UFixings_X,UFixings_R,ZFixings,LP_obj,LP_time,MIP_obj,MIP_bound,MIP_time,MIP_timelimit,MIP_status,MIP_nodes,callbacks,lazy_cuts,connected
run11,IA,county,labeling,True,scf,default,True,B_decreasing,True,False,4,757781,765396,99,222,33,560.04,10000,4,85,60.08,60,6,214,1,44,17,n/a,n/a,33,33.0,51.46,3600,2,26160,0,0,True
run12,KS,county,labeling,True,scf,default,True,B_decreasing,True,False,4,709714,716845,105,263,32,1281.95,10000,4,95,12.56,60,6,270,11,111,34,n/a,n/a,32,32.0,12.08,3600,2,6103,0,0,True
run13,NH,tract,labeling,True,scf,default,True,B_decreasing,True,False,2,654944,661526,295,786,27,1380.69,10000,2,283,7.38,60,1,291,1,149,7,n/a,n/a,26,26.0,2.91,3600,2,794,0,0,True
run14,ID,tract,labeling,True,scf,default,True,B_decreasing,True,False,2,779873,787709,298,792,17,2836.42,10000,2,291,2.52,60,1,185,1,205,11,n/a,n/a,17,17.0,1.66,3600,2,85,0,0,True
run15,ME,tract,labeling,True,scf,default,True,B_decreasing,True,False,2,660860,667501,358,999,20,2453.25,10000,2,349,3.19,60,1,349,1,183,8,n/a,n/a,20,20.0,1.77,3600,2,97,0,0,True
run16,WV,tract,labeling,True,scf,default,True,B_decreasing,True,False,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.12,60,3,837,1,204,18,n/a,n/a,43,43.0,166.13,3600,2,7862,0,0,True
run17,NM,tract,labeling,True,scf,default,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.04,60,3,816,1,226,24,n/a,n/a,43,43.0,54.71,3600,2,2160,0,0,True
run18,NE,tract,labeling,True,scf,default,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.08,60,3,534,1,353,13,n/a,n/a,44,44.0,256.67,3600,2,11288,0,0,True
run19,UT,tract,labeling,True,scf,default,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.06,60,6,1730,1,154,37,n/a,n/a,81,60.0,3600.16,3600,9,42758,0,0,True
run20,MS,tract,labeling,True,scf,default,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.13,60,6,954,1,424,23,n/a,n/a,63,45.0,3600.20,3600,9,33138,0,0,True
run21,AR,tract,labeling,True,scf,default,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.04,60,6,1590,1,287,23,n/a,n/a,71,40.0,3600.12,3600,9,19401,0,0,True
run22,NV,tract,labeling,True,scf,default,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.14,60,6,1634,1,277,42,n/a,n/a,77,55.0,3600.15,3600,9,33072,0,0,True
run23,ME,county,labeling,True,scf,aggressive,True,B_decreasing,False,False,2,660860,667501,16,34,n/a,n/a,n/a,2,13,0.05,60,1,19,1,6,5,n/a,n/a,16,16.0,0.12,3600,2,335,0,0,True
run24,NM,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,3,682962,689824,33,78,17,158.72,10000,3,28,0.20,60,3,57,31,27,69,n/a,n/a,17,17.0,0.06,3600,2,1,0,0,True
run25,ID,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,2,779873,787709,44,102,10,538.52,10000,2,41,0.05,60,1,33,1,27,5,n/a,n/a,10,10.0,0.08,3600,2,1,0,0,True
run26,WV,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,3,614577,620752,55,125,23,794.37,10000,3,48,3.83,60,3,87,1,25,14,n/a,n/a,23,23.0,2.78,3600,2,6083,0,0,True
run27,LA,county,labeling,True,scf,aggressive,True,B_decreasing,False,False,6,751785,759339,64,160,n/a,n/a,n/a,6,53,30.73,60,15,303,23,36,80,n/a,n/a,50,43.0,3600.19,3600,9,939882,0,0,True
run28,AL,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,7,679406,686233,67,171,55,275.48,10000,7,52,60.04,60,21,301,90,90,287,n/a,n/a,55,55.0,2042.25,3600,2,814590,0,0,True
run29,AR,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,4,725335,732624,75,192,33,420.52,10000,4,64,24.09,60,6,158,1,34,20,n/a,n/a,33,33.0,41.64,3600,2,44718,0,0,True
run30,OK,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,5,746519,754021,77,195,40,379.33,10000,5,64,21.09,60,10,295,87,51,250,n/a,n/a,40,40.0,4.42,3600,2,2994,0,0,True
run31,MS,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,4,738116,745533,82,202,34,546.18,10000,4,69,60.05,60,6,182,1,35,20,n/a,n/a,34,34.0,191.96,3600,2,92090,0,0,True
run32,NE,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,3,605737,611824,93,231,19,278.07,10000,3,86,2.48,60,3,192,8,57,13,n/a,n/a,19,19.0,0.77,3600,2,136,0,0,True
run33,IA,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,4,757781,765396,99,222,33,560.04,10000,4,85,60.05,60,6,214,1,44,17,n/a,n/a,33,33.0,46.59,3600,2,28169,0,0,True
run34,KS,county,labeling,True,scf,aggressive,True,B_decreasing,True,False,4,709714,716845,105,263,32,1281.95,10000,4,95,12.48,60,6,270,11,111,34,n/a,n/a,32,32.0,12.14,3600,2,6103,0,0,True
run35,NH,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,2,654944,661526,295,786,27,1380.69,10000,2,283,7.54,60,1,291,1,149,7,n/a,n/a,26,26.0,2.98,3600,2,794,0,0,True
run36,ID,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,2,779873,787709,298,792,17,2836.42,10000,2,291,2.55,60,1,185,1,205,11,n/a,n/a,17,17.0,1.66,3600,2,85,0,0,True
run37,ME,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,2,660860,667501,358,999,20,2453.25,10000,2,349,3.33,60,1,349,1,183,8,n/a,n/a,20,20.0,2.00,3600,2,226,0,0,True
run38,WV,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.17,60,3,837,1,204,18,n/a,n/a,43,43.0,285.08,3600,2,17843,0,0,True
run39,NM,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.04,60,3,816,1,226,24,n/a,n/a,43,43.0,55.35,3600,2,2160,0,0,True
run40,NE,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.12,60,3,534,1,353,13,n/a,n/a,44,44.0,258.03,3600,2,11288,0,0,True
run41,UT,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.02,60,6,1730,1,154,37,n/a,n/a,81,60.0,3600.17,3600,9,42485,0,0,True
run42,MS,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.13,60,6,954,1,424,23,n/a,n/a,63,45.0,3600.22,3600,9,33138,0,0,True
run43,AR,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.06,60,6,1590,1,287,23,n/a,n/a,71,40.0,3600.11,3600,9,19417,0,0,True
run44,NV,tract,labeling,True,scf,aggressive,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.14,60,6,1634,1,277,42,n/a,n/a,77,55.0,3600.57,3600,9,33072,0,0,True
run45,ME,county,labeling,True,scf,orbitope,True,B_decreasing,False,False,2,660860,667501,16,34,n/a,n/a,n/a,2,13,0.05,60,1,19,1,5,5,n/a,n/a,16,16.0,0.09,3600,2,207,0,0,True
run46,NM,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,3,682962,689824,33,78,17,158.72,10000,3,28,0.19,60,3,57,31,26,69,n/a,n/a,17,17.0,0.05,3600,2,1,0,0,True
run47,ID,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,2,779873,787709,44,102,10,538.52,10000,2,41,0.05,60,1,33,1,26,5,n/a,n/a,10,10.0,0.09,3600,2,1,0,0,True
run48,WV,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,3,614577,620752,55,125,23,794.37,10000,3,48,3.81,60,3,87,1,24,14,n/a,n/a,23,23.0,1.86,3600,2,3595,0,0,True
run49,LA,county,labeling,True,scf,orbitope,True,B_decreasing,False,False,6,751785,759339,64,160,n/a,n/a,n/a,6,53,30.63,60,15,303,23,35,80,n/a,n/a,51,45.0,3600.12,3600,9,1174027,0,0,True
run50,AL,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,7,679406,686233,67,171,55,275.48,10000,7,52,60.13,60,21,301,90,89,287,n/a,n/a,55,55.0,1699.29,3600,2,642608,0,0,True
run51,AR,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,725335,732624,75,192,33,420.52,10000,4,64,24.29,60,6,158,1,33,20,n/a,n/a,33,33.0,21.44,3600,2,13567,0,0,True
run52,OK,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,5,746519,754021,77,195,40,379.33,10000,5,64,20.99,60,10,295,87,50,250,n/a,n/a,40,40.0,6.64,3600,2,3631,0,0,True
run53,MS,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,738116,745533,82,202,34,546.18,10000,4,69,60.12,60,6,182,1,34,20,n/a,n/a,34,34.0,50.65,3600,2,46155,0,0,True
run54,NE,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,3,605737,611824,93,231,19,278.07,10000,3,86,2.50,60,3,192,8,56,13,n/a,n/a,19,19.0,0.91,3600,2,441,0,0,True
run55,IA,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,757781,765396,99,222,33,560.04,10000,4,85,60.11,60,6,214,1,43,17,n/a,n/a,33,33.0,57.76,3600,2,34364,0,0,True
run56,KS,county,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,709714,716845,105,263,32,1281.95,10000,4,95,12.58,60,6,270,11,110,34,n/a,n/a,32,32.0,11.40,3600,2,5217,0,0,True
run57,NH,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,2,654944,661526,295,786,27,1380.69,10000,2,283,7.55,60,1,291,1,148,7,n/a,n/a,26,26.0,9.41,3600,2,4557,0,0,True
run58,ID,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,2,779873,787709,298,792,17,2836.42,10000,2,291,2.49,60,1,185,1,204,11,n/a,n/a,17,17.0,1.94,3600,2,142,0,0,True
run59,ME,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,2,660860,667501,358,999,20,2453.25,10000,2,349,3.22,60,1,349,1,182,8,n/a,n/a,20,20.0,2.87,3600,2,236,0,0,True
run60,WV,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.16,60,3,837,1,203,18,n/a,n/a,43,43.0,256.89,3600,2,11826,0,0,True
run61,NM,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.05,60,3,816,1,225,24,n/a,n/a,43,43.0,78.84,3600,2,2133,0,0,True
run62,NE,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.09,60,3,534,1,352,13,n/a,n/a,44,44.0,406.48,3600,2,11903,0,0,True
run63,UT,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.01,60,6,1730,1,153,37,n/a,n/a,80,56.0,3600.14,3600,9,39719,0,0,True
run64,MS,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.14,60,6,954,1,423,23,n/a,n/a,63,46.0,3600.10,3600,9,17855,0,0,True
run65,AR,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.05,60,6,1590,1,286,23,n/a,n/a,71,37.0,3600.12,3600,9,19869,0,0,True
run66,NV,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.13,60,6,1634,1,276,42,n/a,n/a,77,52.0,3600.12,3600,9,18602,0,0,True
