run,state,level,base,fixing,contiguity,symmetry,extended,order,heuristic,lp,k,L,U,n,m,heur_obj,heur_time,heur_iter,B_q,B_size,B_time,B_timelimit,DFixings,LFixings,UFixings_X,UFixings_R,ZFixings,LP_obj,LP_time,MIP_obj,MIP_bound,MIP_time,MIP_timelimit,MIP_status,MIP_nodes,callbacks,lazy_cuts,connected
run42,MS,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.14,60,6,2542,1,26,23,n/a,n/a,63,47.0,3600.26,3600,9,30021,0,0,True
run43,AR,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.05,60,6,2618,1,29,23,n/a,n/a,72,40.0,3600.12,3600,9,27739,0,0,True
run44,NV,tract,labeling,True,scf,orbitope,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.12,60,6,2626,1,28,42,n/a,n/a,77,55.0,3600.26,3600,9,33025,0,0,True
run45,ME,county,labeling,True,shir,orbitope,True,B_decreasing,False,False,2,660860,667501,16,34,n/a,n/a,n/a,2,13,0.03,60,1,27,1,1,5,n/a,n/a,16,16.0,0.09,3600,2,131,0,0,True
run46,NM,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,3,682962,689824,33,78,17,158.72,10000,3,28,0.20,60,3,87,31,6,69,n/a,n/a,17,17.0,0.06,3600,2,1,0,0,True
run47,ID,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,2,779873,787709,44,102,10,538.52,10000,2,41,0.05,60,1,83,1,1,5,n/a,n/a,10,10.0,0.08,3600,2,1,0,0,True
run48,WV,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,3,614577,620752,55,125,23,794.37,10000,3,48,3.80,60,3,147,1,4,14,n/a,n/a,23,23.0,1.23,3600,2,1287,0,0,True
run49,LA,county,labeling,True,shir,orbitope,True,B_decreasing,False,False,6,751785,759339,64,160,n/a,n/a,n/a,6,53,30.53,60,15,333,23,20,80,n/a,n/a,49,49.0,320.69,3600,2,113081,0,0,True
run50,AL,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,7,679406,686233,67,171,55,275.48,10000,7,52,60.11,60,21,385,90,41,287,n/a,n/a,55,55.0,956.12,3600,2,225733,0,0,True
run51,AR,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,4,725335,732624,75,192,33,420.52,10000,4,64,24.09,60,6,262,1,7,20,n/a,n/a,33,33.0,40.38,3600,2,16177,0,0,True
run52,OK,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,5,746519,754021,77,195,40,379.33,10000,5,64,21.12,60,10,330,87,29,250,n/a,n/a,40,40.0,6.78,3600,2,2213,0,0,True
run53,MS,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,4,738116,745533,82,202,34,546.18,10000,4,69,60.11,60,6,282,1,9,20,n/a,n/a,34,34.0,70.84,3600,2,47384,0,0,True
run54,NE,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,3,605737,611824,93,231,19,278.07,10000,3,86,2.56,60,3,261,8,10,13,n/a,n/a,19,19.0,0.91,3600,2,62,0,0,True
run55,IA,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,4,757781,765396,99,222,33,560.04,10000,4,85,60.10,60,6,346,1,10,17,n/a,n/a,33,33.0,79.24,3600,2,29756,0,0,True
run56,KS,county,labeling,True,shir,orbitope,True,B_decreasing,True,False,4,709714,716845,105,263,32,1281.95,10000,4,95,13.03,60,6,386,11,23,34,n/a,n/a,32,32.0,27.09,3600,2,8955,0,0,True
run57,NH,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,2,654944,661526,295,786,27,1380.69,10000,2,283,7.68,60,1,567,1,10,7,n/a,n/a,26,26.0,12.58,3600,2,2184,0,0,True
run58,ID,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,2,779873,787709,298,792,17,2836.42,10000,2,291,2.62,60,1,583,1,5,11,n/a,n/a,17,17.0,1.70,3600,2,146,0,0,True
run59,ME,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,2,660860,667501,358,999,20,2453.25,10000,2,349,3.37,60,1,699,1,7,8,n/a,n/a,20,20.0,1.66,3600,2,35,0,0,True
run60,WV,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.10,60,3,1404,1,14,18,n/a,n/a,43,43.0,334.49,3600,2,13099,0,0,True
run61,NM,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.05,60,3,1458,1,11,24,n/a,n/a,43,43.0,62.80,3600,2,1160,0,0,True
run62,NE,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.12,60,3,1542,1,16,13,n/a,n/a,44,44.0,392.56,3600,2,7333,0,0,True
run63,UT,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.01,60,6,2230,1,28,37,n/a,n/a,79,61.0,3600.11,3600,9,16037,0,0,True
run64,MS,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.16,60,6,2542,1,26,23,n/a,n/a,63,41.0,3600.51,3600,9,8007,0,0,True
run65,AR,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.05,60,6,2618,1,29,23,n/a,n/a,70,30.0,3600.16,3600,9,3441,0,0,True
run66,NV,tract,labeling,True,shir,orbitope,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.11,60,6,2626,1,28,42,n/a,n/a,77,51.0,3600.25,3600,9,8413,0,0,True
