run,state,level,base,fixing,contiguity,symmetry,extended,order,heuristic,lp,k,L,U,n,m,heur_obj,heur_time,heur_iter,B_q,B_size,B_time,B_timelimit,DFixings,LFixings,UFixings_X,UFixings_R,ZFixings,LP_obj,LP_time,MIP_obj,MIP_bound,MIP_time,MIP_timelimit,MIP_status,MIP_nodes,callbacks,lazy_cuts,connected
run11,IA,county,hess,True,lcut,default,True,B_decreasing,True,False,4,757781,765396,99,222,33,560.04,10000,4,85,60.05,60,4851,3655,52,n/a,19168,n/a,n/a,33,33.0,72.61,3600,2,25344,2,0,True
run12,KS,county,hess,True,lcut,default,True,B_decreasing,True,False,4,709714,716845,105,263,32,1281.95,10000,4,95,12.55,60,5460,4560,11,n/a,25119,n/a,n/a,32,32.0,62.00,3600,2,16700,5,4,True
run13,NH,tract,hess,True,lcut,default,True,B_decreasing,True,False,2,654944,661526,295,786,27,1380.69,10000,2,283,7.61,60,43365,40186,0,n/a,222671,n/a,n/a,26,26.0,110.69,3600,2,5061,3,0,True
run14,ID,tract,hess,True,lcut,default,True,B_decreasing,True,False,2,779873,787709,298,792,17,2836.42,10000,2,291,2.48,60,44253,42486,138,n/a,230902,n/a,n/a,17,17.0,22.43,3600,2,325,3,2,True
run15,ME,tract,hess,True,lcut,default,True,B_decreasing,True,False,2,660860,667501,358,999,20,2453.25,10000,2,349,3.19,60,63903,61075,0,n/a,348760,n/a,n/a,20,20.0,80.54,3600,2,140,2,0,True
run16,WV,tract,hess,True,lcut,default,True,B_decreasing,True,False,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.08,60,116886,109278,1195,n/a,594832,n/a,n/a,43,43.0,1142.36,3600,2,29850,5,2,True
run17,NM,tract,hess,True,lcut,default,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.05,60,124251,117855,184,n/a,648356,n/a,n/a,43,43.0,695.74,3600,2,4571,4,1,True
run18,NE,tract,hess,True,lcut,default,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.20,60,141246,131841,375,n/a,703922,n/a,n/a,44,30.0,3600.21,3600,9,12338,6,1,True
run19,UT,tract,hess,True,lcut,default,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.03,60,172578,154846,918,n/a,897075,n/a,n/a,90,30.0,3600.32,3600,9,54,2,0,True
run20,MS,tract,hess,True,lcut,default,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.15,60,220116,201295,1456,n/a,1136461,n/a,n/a,65,25.0,3601.08,3600,9,614,5,1,True
run21,AR,tract,hess,True,lcut,default,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.04,60,234955,213531,1982,n/a,1220208,n/a,n/a,76,19.0,3600.48,3600,9,24,3,0,True
run22,NV,tract,hess,True,lcut,default,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.11,60,235641,214840,707,n/a,1170323,n/a,n/a,89,27.0,3600.22,3600,9,29,3,1,True
run23,ME,county,hess,True,scf,default,True,B_decreasing,False,False,2,660860,667501,16,34,n/a,n/a,n/a,2,13,0.03,60,120,91,0,n/a,449,n/a,n/a,16,16.0,0.11,3600,2,1,0,0,True
run24,NM,county,hess,True,scf,default,True,B_decreasing,True,False,3,682962,689824,33,78,17,158.72,10000,3,28,0.16,60,528,406,28,n/a,2259,n/a,n/a,17,17.0,0.12,3600,2,1,0,0,True
run25,ID,county,hess,True,scf,default,True,B_decreasing,True,False,2,779873,787709,44,102,10,538.52,10000,2,41,0.05,60,946,861,0,n/a,4186,n/a,n/a,10,10.0,0.16,3600,2,1,0,0,True
run26,WV,county,hess,True,scf,default,True,B_decreasing,True,False,3,614577,620752,55,125,23,794.37,10000,3,48,3.70,60,1485,1176,20,n/a,6100,n/a,n/a,23,23.0,1.69,3600,2,1190,0,0,True
run27,LA,county,hess,True,scf,default,True,B_decreasing,False,False,6,751785,759339,64,160,n/a,n/a,n/a,6,53,30.35,60,2016,1431,58,n/a,8748,n/a,n/a,49,49.0,433.77,3600,2,232372,0,0,True
run28,AL,county,hess,True,scf,default,True,B_decreasing,True,False,7,679406,686233,67,171,55,275.48,10000,7,52,60.06,60,2211,1378,110,n/a,9509,n/a,n/a,55,55.0,1200.22,3600,2,288682,0,0,True
run29,AR,county,hess,True,scf,default,True,B_decreasing,True,False,4,725335,732624,75,192,33,420.52,10000,4,64,24.38,60,2775,2080,28,n/a,12535,n/a,n/a,33,33.0,54.05,3600,2,26459,0,0,True
run30,OK,county,hess,True,scf,default,True,B_decreasing,True,False,5,746519,754021,77,195,40,379.33,10000,5,64,21.41,60,2926,2080,101,n/a,12973,n/a,n/a,40,40.0,10.06,3600,2,2383,0,0,True
run31,MS,county,hess,True,scf,default,True,B_decreasing,True,False,4,738116,745533,82,202,34,546.18,10000,4,69,60.41,60,3321,2415,20,n/a,14240,n/a,n/a,34,34.0,128.20,3600,2,64789,0,0,True
run32,NE,county,hess,True,scf,default,True,B_decreasing,True,False,3,605737,611824,93,231,19,278.07,10000,3,86,2.80,60,4278,3741,5,n/a,19900,n/a,n/a,19,19.0,4.86,3600,2,309,0,0,True
run33,IA,county,hess,True,scf,default,True,B_decreasing,True,False,4,757781,765396,99,222,33,560.04,10000,4,85,60.07,60,4851,3655,52,n/a,19168,n/a,n/a,33,33.0,96.34,3600,2,24795,0,0,True
run34,KS,county,hess,True,scf,default,True,B_decreasing,True,False,4,709714,716845,105,263,32,1281.95,10000,4,95,12.77,60,5460,4560,11,n/a,25119,n/a,n/a,32,32.0,20.61,3600,2,2100,0,0,True
run35,NH,tract,hess,True,scf,default,True,B_decreasing,True,False,2,654944,661526,295,786,27,1380.69,10000,2,283,7.48,60,43365,40186,0,n/a,222671,n/a,n/a,26,26.0,102.73,3600,2,455,0,0,True
run36,ID,tract,hess,True,scf,default,True,B_decreasing,True,False,2,779873,787709,298,792,17,2836.42,10000,2,291,2.55,60,44253,42486,138,n/a,230902,n/a,n/a,17,17.0,33.25,3600,2,176,0,0,True
run37,ME,tract,hess,True,scf,default,True,B_decreasing,True,False,2,660860,667501,358,999,20,2453.25,10000,2,349,3.22,60,63903,61075,0,n/a,348760,n/a,n/a,20,20.0,70.52,3600,2,50,0,0,True
run38,WV,tract,hess,True,scf,default,True,B_decreasing,True,False,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.09,60,116886,109278,1195,n/a,594832,n/a,n/a,43,43.0,656.71,3600,2,8261,0,0,True
run39,NM,tract,hess,True,scf,default,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.04,60,124251,117855,184,n/a,648356,n/a,n/a,43,43.0,385.64,3600,2,1294,0,0,True
run40,NE,tract,hess,True,scf,default,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.06,60,141246,131841,375,n/a,703922,n/a,n/a,44,40.0,3600.52,3600,9,7471,0,0,True
run41,UT,tract,hess,True,scf,default,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.05,60,172578,154846,918,n/a,897075,n/a,n/a,90,31.0,3600.59,3600,9,43,0,0,True
run42,MS,tract,hess,True,scf,default,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.06,60,220116,201295,1456,n/a,1136461,n/a,n/a,64,27.0,3600.64,3600,9,487,0,0,True
run43,AR,tract,hess,True,scf,default,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.05,60,234955,213531,1982,n/a,1220208,n/a,n/a,78,19.0,3600.58,3600,9,34,0,0,True
run44,NV,tract,hess,True,scf,default,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.11,60,235641,214840,707,n/a,1170323,n/a,n/a,86,29.0,3600.62,3600,9,44,0,0,True
run45,ME,county,hess,True,shir,default,True,B_decreasing,False,False,2,660860,667501,16,34,n/a,n/a,n/a,2,13,0.05,60,120,91,0,n/a,449,n/a,n/a,16,16.0,0.11,3600,2,1,0,0,True
run46,NM,county,hess,True,shir,default,True,B_decreasing,True,False,3,682962,689824,33,78,17,158.72,10000,3,28,0.20,60,528,406,28,n/a,2259,n/a,n/a,17,17.0,0.12,3600,2,1,0,0,True
run47,ID,county,hess,True,shir,default,True,B_decreasing,True,False,2,779873,787709,44,102,10,538.52,10000,2,41,0.05,60,946,861,0,n/a,4186,n/a,n/a,10,10.0,0.25,3600,2,1,0,0,True
run48,WV,county,hess,True,shir,default,True,B_decreasing,True,False,3,614577,620752,55,125,23,794.37,10000,3,48,3.75,60,1485,1176,20,n/a,6100,n/a,n/a,23,23.0,2.14,3600,2,1051,0,0,True
run49,LA,county,hess,True,shir,default,True,B_decreasing,False,False,6,751785,759339,64,160,n/a,n/a,n/a,6,53,30.59,60,2016,1431,58,n/a,8748,n/a,n/a,49,49.0,91.50,3600,2,54190,0,0,True
run50,AL,county,hess,True,shir,default,True,B_decreasing,True,False,7,679406,686233,67,171,55,275.48,10000,7,52,60.02,60,2211,1378,110,n/a,9509,n/a,n/a,55,55.0,1252.13,3600,2,184645,0,0,True
run51,AR,county,hess,True,shir,default,True,B_decreasing,True,False,4,725335,732624,75,192,33,420.52,10000,4,64,23.92,60,2775,2080,28,n/a,12535,n/a,n/a,33,33.0,65.19,3600,2,14038,0,0,True
run52,OK,county,hess,True,shir,default,True,B_decreasing,True,False,5,746519,754021,77,195,40,379.33,10000,5,64,21.43,60,2926,2080,101,n/a,12973,n/a,n/a,40,40.0,12.89,3600,2,1300,0,0,True
run53,MS,county,hess,True,shir,default,True,B_decreasing,True,False,4,738116,745533,82,202,34,546.18,10000,4,69,60.02,60,3321,2415,20,n/a,14240,n/a,n/a,34,34.0,160.19,3600,2,32358,0,0,True
run54,NE,county,hess,True,shir,default,True,B_decreasing,True,False,3,605737,611824,93,231,19,278.07,10000,3,86,2.50,60,4278,3741,5,n/a,19900,n/a,n/a,19,19.0,4.87,3600,2,153,0,0,True
run55,IA,county,hess,True,shir,default,True,B_decreasing,True,False,4,757781,765396,99,222,33,560.04,10000,4,85,60.08,60,4851,3655,52,n/a,19168,n/a,n/a,33,33.0,192.49,3600,2,27670,0,0,True
run56,KS,county,hess,True,shir,default,True,B_decreasing,True,False,4,709714,716845,105,263,32,1281.95,10000,4,95,12.50,60,5460,4560,11,n/a,25119,n/a,n/a,32,32.0,29.30,3600,2,5610,0,0,True
run57,NH,tract,hess,True,shir,default,True,B_decreasing,True,False,2,654944,661526,295,786,27,1380.69,10000,2,283,7.44,60,43365,40186,0,n/a,222671,n/a,n/a,26,26.0,143.98,3600,2,232,0,0,True
run58,ID,tract,hess,True,shir,default,True,B_decreasing,True,False,2,779873,787709,298,792,17,2836.42,10000,2,291,2.60,60,44253,42486,138,n/a,230902,n/a,n/a,17,17.0,23.84,3600,2,59,0,0,True
run59,ME,tract,hess,True,shir,default,True,B_decreasing,True,False,2,660860,667501,358,999,20,2453.25,10000,2,349,3.49,60,63903,61075,0,n/a,348760,n/a,n/a,20,20.0,49.70,3600,2,34,0,0,True
run60,WV,tract,hess,True,shir,default,True,B_decreasing,True,False,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.17,60,116886,109278,1195,n/a,594832,n/a,n/a,43,43.0,2239.97,3600,2,17770,0,0,True
run61,NM,tract,hess,True,shir,default,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.06,60,124251,117855,184,n/a,648356,n/a,n/a,43,28.0,3600.68,3600,9,233,0,0,True
run62,NE,tract,hess,True,shir,default,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.22,60,141246,131841,375,n/a,703922,n/a,n/a,48,17.0,3600.64,3600,9,104,0,0,True
run63,UT,tract,hess,True,shir,default,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.04,60,172578,154846,918,n/a,897075,n/a,n/a,90,26.0,3600.60,3600,9,4,0,0,True
run64,MS,tract,hess,True,shir,default,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.14,60,220116,201295,1456,n/a,1136461,n/a,n/a,68,24.0,3600.86,3600,9,14,0,0,True
run65,AR,tract,hess,True,shir,default,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.06,60,234955,213531,1982,n/a,1220208,n/a,n/a,78,19.0,3600.81,3600,9,18,0,0,True
run66,NV,tract,hess,True,shir,default,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.12,60,235641,214840,707,n/a,1170323,n/a,n/a,89,26.0,3600.81,3600,9,5,0,0,True
