run,state,level,base,fixing,contiguity,symmetry,extended,order,heuristic,lp,k,L,U,n,m,heur_obj,heur_time,heur_iter,B_q,B_size,B_time,B_timelimit,DFixings,LFixings,UFixings_X,UFixings_R,ZFixings,LP_obj,LP_time,MIP_obj,MIP_bound,MIP_time,MIP_timelimit,MIP_status,MIP_nodes,callbacks,lazy_cuts,connected
run17,NM,tract,labeling,True,lcut,default,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.03,60,3,1458,1,12,24,n/a,n/a,43,43.0,228.20,3600,2,14585,5,1,True
run18,NE,tract,labeling,True,lcut,default,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.10,60,3,1542,1,17,13,n/a,n/a,44,44.0,131.34,3600,2,8337,6,2,True
run19,UT,tract,labeling,True,lcut,default,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.04,60,6,2230,1,29,37,n/a,n/a,80,62.0,3600.08,3600,9,83635,17,22,True
run20,MS,tract,labeling,True,lcut,default,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.15,60,6,2542,1,27,23,n/a,n/a,63,46.0,3600.06,3600,9,57365,8,1,True
run21,AR,tract,labeling,True,lcut,default,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.05,60,6,2618,1,30,23,n/a,n/a,69,44.0,3600.11,3600,9,33883,16,9,True
run22,NV,tract,labeling,True,lcut,default,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.15,60,6,2626,1,29,42,n/a,n/a,75,57.0,3600.08,3600,9,46361,43,52,True
run23,ME,county,labeling,True,lcut,aggressive,True,B_decreasing,False,False,2,660860,667501,16,34,n/a,n/a,n/a,2,13,0.05,60,1,27,1,2,5,n/a,n/a,16,16.0,0.17,3600,2,427,35,48,True
run24,NM,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,3,682962,689824,33,78,17,158.72,10000,3,28,0.19,60,3,87,31,7,69,n/a,n/a,17,17.0,0.11,3600,2,11,2,0,True
run25,ID,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,2,779873,787709,44,102,10,538.52,10000,2,41,0.05,60,1,83,1,2,5,n/a,n/a,10,10.0,0.11,3600,2,41,2,0,True
run26,WV,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,3,614577,620752,55,125,23,794.37,10000,3,48,3.75,60,3,147,1,5,14,n/a,n/a,23,23.0,1.80,3600,2,3940,9,16,True
run27,LA,county,labeling,True,lcut,aggressive,True,B_decreasing,False,False,6,751785,759339,64,160,n/a,n/a,n/a,6,53,30.50,60,15,333,23,21,80,n/a,n/a,49,49.00000000000007,499.04,3600,2,423363,80,775,True
run28,AL,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,7,679406,686233,67,171,55,275.48,10000,7,52,60.07,60,21,385,90,42,287,n/a,n/a,55,55.0,999.32,3600,2,995220,11,13,True
run29,AR,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,4,725335,732624,75,192,33,420.52,10000,4,64,23.98,60,6,262,1,8,20,n/a,n/a,33,33.0,28.49,3600,2,38142,3,1,True
run30,OK,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,5,746519,754021,77,195,40,379.33,10000,5,64,20.59,60,10,330,87,30,250,n/a,n/a,40,40.0,8.82,3600,2,10211,2,0,True
run31,MS,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,4,738116,745533,82,202,34,546.18,10000,4,69,60.06,60,6,282,1,10,20,n/a,n/a,34,34.0,38.45,3600,2,77287,9,9,True
run32,NE,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,3,605737,611824,93,231,19,278.07,10000,3,86,2.39,60,3,261,8,11,13,n/a,n/a,19,19.0,0.68,3600,2,391,2,0,True
run33,IA,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,4,757781,765396,99,222,33,560.04,10000,4,85,60.05,60,6,346,1,11,17,n/a,n/a,33,33.0,27.98,3600,2,21204,2,0,True
run34,KS,county,labeling,True,lcut,aggressive,True,B_decreasing,True,False,4,709714,716845,105,263,32,1281.95,10000,4,95,12.42,60,6,386,11,24,34,n/a,n/a,32,32.0,10.03,3600,2,5311,5,4,True
run35,NH,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,2,654944,661526,295,786,27,1380.69,10000,2,283,7.45,60,1,567,1,11,7,n/a,n/a,26,26.0,3.44,3600,2,3760,3,0,True
run36,ID,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,2,779873,787709,298,792,17,2836.42,10000,2,291,2.59,60,1,583,1,6,11,n/a,n/a,17,17.0,2.00,3600,2,2531,3,2,True
run37,ME,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,2,660860,667501,358,999,20,2453.25,10000,2,349,3.19,60,1,699,1,8,8,n/a,n/a,20,20.0,4.33,3600,2,6061,2,0,True
run38,WV,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.12,60,3,1404,1,15,18,n/a,n/a,43,43.0,145.72,3600,2,12978,9,10,True
run39,NM,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.05,60,3,1458,1,12,24,n/a,n/a,43,43.0,230.63,3600,2,14585,5,1,True
run40,NE,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.15,60,3,1542,1,17,13,n/a,n/a,44,44.0,130.46,3600,2,8337,6,2,True
run41,UT,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.05,60,6,2230,1,29,37,n/a,n/a,80,62.0,3600.11,3600,9,83873,17,22,True
run42,MS,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.15,60,6,2542,1,27,23,n/a,n/a,63,46.0,3600.06,3600,9,57588,8,1,True
run43,AR,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.04,60,6,2618,1,30,23,n/a,n/a,69,44.0,3600.04,3600,9,34144,16,9,True
run44,NV,tract,labeling,True,lcut,aggressive,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.13,60,6,2626,1,29,42,n/a,n/a,75,57.0,3600.13,3600,9,44986,42,51,True
run45,ME,county,labeling,True,lcut,orbitope,True,B_decreasing,False,False,2,660860,667501,16,34,n/a,n/a,n/a,2,13,0.03,60,1,27,1,1,5,n/a,n/a,16,16.0,0.16,3600,2,1080,31,44,True
run46,NM,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,3,682962,689824,33,78,17,158.72,10000,3,28,0.19,60,3,87,31,6,69,n/a,n/a,17,17.0,0.09,3600,2,7,2,0,True
run47,ID,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,2,779873,787709,44,102,10,538.52,10000,2,41,0.05,60,1,83,1,1,5,n/a,n/a,10,10.0,0.12,3600,2,16,2,0,True
run48,WV,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,3,614577,620752,55,125,23,794.37,10000,3,48,3.77,60,3,147,1,4,14,n/a,n/a,23,23.0,1.05,3600,2,1785,6,10,True
run49,LA,county,labeling,True,lcut,orbitope,True,B_decreasing,False,False,6,751785,759339,64,160,n/a,n/a,n/a,6,53,30.38,60,15,333,23,20,80,n/a,n/a,49,49.0,387.96,3600,2,272631,228,1504,True
run50,AL,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,7,679406,686233,67,171,55,275.48,10000,7,52,60.04,60,21,385,90,41,287,n/a,n/a,55,55.0,1017.77,3600,2,802391,11,13,True
run51,AR,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,4,725335,732624,75,192,33,420.52,10000,4,64,24.28,60,6,262,1,7,20,n/a,n/a,33,33.0,23.40,3600,2,26771,3,1,True
run52,OK,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,5,746519,754021,77,195,40,379.33,10000,5,64,20.89,60,10,330,87,29,250,n/a,n/a,40,40.0,8.50,3600,2,9037,2,0,True
run53,MS,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,4,738116,745533,82,202,34,546.18,10000,4,69,60.07,60,6,282,1,9,20,n/a,n/a,34,34.0,54.18,3600,2,86016,7,6,True
run54,NE,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,3,605737,611824,93,231,19,278.07,10000,3,86,2.56,60,3,261,8,10,13,n/a,n/a,19,19.0,1.47,3600,2,782,2,0,True
run55,IA,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,4,757781,765396,99,222,33,560.04,10000,4,85,60.09,60,6,346,1,10,17,n/a,n/a,33,33.0,29.18,3600,2,19379,2,0,True
run56,KS,county,labeling,True,lcut,orbitope,True,B_decreasing,True,False,4,709714,716845,105,263,32,1281.95,10000,4,95,12.52,60,6,386,11,23,34,n/a,n/a,32,32.0,27.28,3600,2,11565,5,5,True
run57,NH,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,2,654944,661526,295,786,27,1380.69,10000,2,283,7.38,60,1,567,1,10,7,n/a,n/a,26,26.0,3.50,3600,2,2461,3,0,True
run58,ID,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,2,779873,787709,298,792,17,2836.42,10000,2,291,2.47,60,1,583,1,5,11,n/a,n/a,17,17.0,1.73,3600,2,563,3,2,True
run59,ME,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,2,660860,667501,358,999,20,2453.25,10000,2,349,3.22,60,1,699,1,7,8,n/a,n/a,20,20.0,2.53,3600,2,2123,2,0,True
run60,WV,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.12,60,3,1404,1,14,18,n/a,n/a,43,43.0,159.04,3600,2,12342,6,4,True
run61,NM,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.03,60,3,1458,1,11,24,n/a,n/a,43,43.0,24.20,3600,2,1703,3,0,True
run62,NE,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.12,60,3,1542,1,16,13,n/a,n/a,44,44.0,163.29,3600,2,8451,6,1,True
run63,UT,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.02,60,6,2230,1,28,37,n/a,n/a,79,66.0,3600.05,3600,9,80652,15,16,True
run64,MS,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.12,60,6,2542,1,26,23,n/a,n/a,63,45.0,3600.09,3600,9,38540,7,1,True
run65,AR,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.04,60,6,2618,1,29,23,n/a,n/a,70,39.0,3600.29,3600,9,19376,14,5,True
run66,NV,tract,labeling,True,lcut,orbitope,True,B_decreasing,True,False,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.10,60,6,2626,1,28,42,n/a,n/a,75,56.0,3600.19,3600,9,32611,33,29,True
