run,state,level,base,fixing,contiguity,symmetry,extended,order,heuristic,lp,k,L,U,n,m,heur_obj,heur_time,heur_iter,B_q,B_size,B_time,B_timelimit,DFixings,LFixings,UFixings_X,UFixings_R,ZFixings,LP_obj,LP_time,MIP_obj,MIP_bound,MIP_time,MIP_timelimit,MIP_status,MIP_nodes,callbacks,lazy_cuts,connected
run17,NM,tract,hess,True,none,default,False,B_decreasing,True,True,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.13,60,124251,14365,0,n/a,0,?,3603.37,46,0.0,3600.57,3600,9,0,0,0,True
run18,NE,tract,hess,True,none,default,False,B_decreasing,True,True,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.10,60,141246,13695,0,n/a,0,?,3608.43,48,0.0,3600.77,3600,9,0,0,0,True
run19,UT,tract,hess,True,none,default,False,B_decreasing,True,True,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.04,60,172578,11325,0,n/a,0,?,3601.87,90,0.0,3602.43,3600,9,0,0,0,True
run20,MS,tract,hess,True,none,default,False,B_decreasing,True,True,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.15,60,220116,12880,0,n/a,0,?,3611.62,68,0.0,3600.45,3600,9,0,0,0,True
run21,AR,tract,hess,True,none,default,False,B_decreasing,True,True,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.02,60,234955,15400,0,n/a,0,?,3631.02,78,0.0,3600.56,3600,9,0,0,0,True
run22,NV,tract,hess,True,none,default,False,B_decreasing,True,True,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.13,60,235641,13695,0,n/a,0,?,15508.61,89,0.0,3600.50,3600,9,0,0,0,True
run23,ME,county,hess,True,none,default,True,B_decreasing,False,True,2,660860,667501,16,34,n/a,n/a,n/a,2,13,0.04,60,120,15,0,n/a,334,3.62,0.02,8,8.0,0.08,3600,2,1,0,0,False
run24,NM,county,hess,True,none,default,True,B_decreasing,True,True,3,682962,689824,33,78,17,158.72,10000,3,28,0.21,60,528,210,15,n/a,1861,10.97,0.05,17,17.0,0.23,3600,2,1,0,0,True
run25,ID,county,hess,True,none,default,True,B_decreasing,True,True,2,779873,787709,44,102,10,538.52,10000,2,41,0.08,60,946,406,0,n/a,3262,4.27,0.11,10,10.0,1.24,3600,2,29,0,0,True
run26,WV,county,hess,True,none,default,True,B_decreasing,True,True,3,614577,620752,55,125,23,794.37,10000,3,48,3.72,60,1485,253,0,n/a,4502,9.41,0.32,20,20.0,5.93,3600,2,1001,0,0,False
run27,LA,county,hess,True,none,default,True,B_decreasing,False,True,6,751785,759339,64,160,n/a,n/a,n/a,6,53,30.99,60,2016,91,3,n/a,6199,22.30,0.80,44,44.0,1002.87,3600,2,257754,0,0,False
run28,AL,county,hess,True,none,default,True,B_decreasing,True,True,7,679406,686233,67,171,55,275.48,10000,7,52,60.10,60,2211,171,38,n/a,7471,29.05,0.87,51,51.0,1108.70,3600,2,289115,0,0,False
run29,AR,county,hess,True,none,default,True,B_decreasing,True,True,4,725335,732624,75,192,33,420.52,10000,4,64,24.74,60,2775,171,0,n/a,9348,15.92,1.18,32,32.0,146.39,3600,2,25446,0,0,False
run30,OK,county,hess,True,none,default,True,B_decreasing,True,True,5,746519,754021,77,195,40,379.33,10000,5,64,21.91,60,2926,171,28,n/a,9440,21.36,1.00,39,39.0,32.34,3600,2,2194,0,0,False
run31,MS,county,hess,True,none,default,True,B_decreasing,True,True,4,738116,745533,82,202,34,546.18,10000,4,69,60.71,60,3321,190,0,n/a,10576,12.88,1.60,32,32.0,264.70,3600,2,36837,0,0,False
run32,NE,county,hess,True,none,default,True,B_decreasing,True,True,3,605737,611824,93,231,19,278.07,10000,3,86,2.70,60,4278,703,2,n/a,13985,9.71,1.22,19,19.0,21.53,3600,2,960,0,0,True
run33,IA,county,hess,True,none,default,True,B_decreasing,True,True,4,757781,765396,99,222,33,560.04,10000,4,85,60.05,60,4851,780,0,n/a,13887,14.66,3.19,33,33.0,307.11,3600,2,21280,0,0,True
run34,KS,county,hess,True,none,default,True,B_decreasing,True,True,4,709714,716845,105,263,32,1281.95,10000,4,95,12.77,60,5460,1540,2,n/a,19021,13.45,1.19,31,31.0,236.76,3600,2,18153,0,0,False
run35,NH,tract,hess,True,none,default,True,B_decreasing,True,True,2,654944,661526,295,786,27,1380.69,10000,2,283,7.62,60,43365,11325,0,n/a,151148,7.44,247.44,26,26.0,2426.24,3600,2,1626,0,0,True
run36,ID,tract,hess,True,none,default,True,B_decreasing,True,True,2,779873,787709,298,792,17,2836.42,10000,2,291,2.58,60,44253,10296,0,n/a,151734,5.31,728.39,16,16.0,1655.01,3600,2,114,0,0,False
run37,ME,tract,hess,True,none,default,True,B_decreasing,True,True,2,660860,667501,358,999,20,2453.25,10000,2,349,3.36,60,63903,14535,0,n/a,221815,TL,3600.20,20,11.0,3629.17,3600,9,3,0,0,True
run38,WV,tract,hess,True,none,default,True,B_decreasing,True,True,3,614577,620752,484,1266,47,2285.95,10000,3,467,60.06,60,116886,9870,0,n/a,360121,?,3600.22,47,0.0,3600.25,3600,9,0,0,0,True
run39,NM,tract,hess,True,none,default,True,B_decreasing,True,True,3,682962,689824,499,1335,46,2343.16,10000,3,485,60.05,60,124251,14365,0,n/a,396959,?,3600.24,46,0.0,3600.32,3600,9,0,0,0,True
run40,NE,tract,hess,True,none,default,True,B_decreasing,True,True,3,605737,611824,532,1369,48,1788.45,10000,3,513,60.15,60,141246,13695,0,n/a,430491,?,3600.46,48,11.0,3600.51,3600,9,1,0,0,True
run41,UT,tract,hess,True,none,default,True,B_decreasing,True,True,4,687517,694426,588,1605,90,2697.69,10000,4,556,60.03,60,172578,11325,0,n/a,546994,?,3600.45,90,0.0,3600.52,3600,9,0,0,0,True
run42,MS,tract,hess,True,none,default,True,B_decreasing,True,True,4,738116,745533,664,1784,68,2128.48,10000,4,634,60.16,60,220116,12880,0,n/a,678386,22.27,118.60,68,0.0,3600.53,3600,9,0,0,0,True
run43,AR,tract,hess,True,none,default,True,B_decreasing,True,True,4,725335,732624,686,1858,78,2194.78,10000,4,653,60.04,60,234955,15400,0,n/a,737939,?,3600.57,78,0.0,3600.65,3600,9,0,0,0,True
run44,NV,tract,hess,True,none,default,True,B_decreasing,True,True,4,671763,678513,687,1781,89,2385.92,10000,4,655,60.11,60,235641,13695,0,n/a,739709,?,3600.54,89,0.0,3600.55,3600,9,0,0,0,True
